symbol,entry_time,exit_time,entry_price,exit_price,pnl_r,pnl_usd,exit_reason,decile,aggression,candles_held,mae,mfe,risk_pct,entry_atr,equity_after,atr_mult,vol_z_at_entry
NMRUSDT,2026-02-02T07:19:59.999000+00:00,2026-02-02T08:59:59.999000+00:00,9.1208238,9.237580685714287,0.3201,128.05,vol_trail,2,68.2,20,-0.352,0.9245,0.04,0.1005,10123.38,3.5,4.927603585043651
NMRUSDT,2026-02-02T18:54:59.999000+00:00,2026-02-02T20:24:59.999000+00:00,9.7909578,9.549297558440001,-1.0259,-415.42,stop_loss,1,60.6,18,-0.9341,0.0,0.04,0.06849999999999959,9700.52,3.5,1.0248120111562755
UNIUSDT,2026-02-13T07:14:59.999000+00:00,2026-02-13T13:34:59.999000+00:00,3.3276654,3.3553287999999997,0.5054,196.1,vol_trail,3,71.3,76,-0.8245,0.7021,0.04,0.014785714285714307,9885.39,3.5,2.147889167464514
BNBUSDT,2026-02-13T14:29:59.999000+00:00,2026-02-13T18:19:59.999000+00:00,598.739724,614.0200285714285,2.1162,836.79,vol_trail,2,68.6,46,0.0,2.6601,0.04,2.0257142857142867,10707.15,3.5,3.9489241811713396
ZECUSDT,2026-02-14T19:44:59.999000+00:00,2026-02-14T20:09:59.999000+00:00,307.681524,308.63254685714287,0.0796,34.08,vol_trail,2,70.2,5,0.0,1.0589,0.04,2.9164285714285785,10735.41,3.5,2.7392921329878495
TAOUSDT,2026-02-16T00:44:59.999000+00:00,2026-02-16T03:29:59.999000+00:00,186.307254,189.93379135714287,1.528,656.13,vol_trail,8,82.1,33,-0.111,2.0033,0.04,0.6621428571428579,11376.01,3.5,2.0051426079509613
ZECUSDT,2026-02-16T12:29:59.999000+00:00,2026-02-16T13:04:59.999000+00:00,299.019792,302.42807371428574,0.4024,183.09,vol_trail,3,72.8,7,-0.2016,0.8165,0.04,2.3235714285714346,11551.57,3.5,2.7018968573505773
TAOUSDT,2026-02-16T19:39:59.999000+00:00,2026-02-16T20:59:59.999000+00:00,194.08881000000002,195.0045627142857,0.2141,98.92,vol_trail,8,82.4,16,-0.6435,0.8381,0.04,1.105000000000002,11640.06,3.5,1.785052037664406
DOTUSDT,2026-02-25T01:09:59.999000+00:00,2026-02-25T01:14:59.999000+00:00,1.2442488,1.264318514285714,1.5001,698.43,vol_trail,5,75.8,1,0.0,2.2116,0.04,0.0037142857142857494,12295.5,3.5,3.5814344994456833
APTUSDT,2026-02-25T01:09:59.999000+00:00,2026-02-25T01:14:59.999000+00:00,0.8336667,0.8417030542857143,1.0076,468.32,vol_trail,2,70.4,1,0.0,2.2018,0.04,0.0021714285714285702,12763.82,3.5,1.3528408307646995
